,Roll,Pitch,Heading,Pressure(Pha),Temperature,WindSpeed,Date,Time,latitude,longitude,Altitude
365,13.22,-12.99,182.85,1000.18,23.60,0,22/11/2020,18:46:06.,6228.3540N,614.0615E,
366,0.00,-13.99,180.49,1000.17,23.60,0,,,,,
367,2.97,-13.85,202.69,1000.17,23.60,0,,,,,
368,-0.65,-12.25,200.03,1000.21,23.60,0,,,,,
369,6.75,-17.20,220.75,1000.24,23.60,0,22/11/2020,18:46:08.,6228.3549N,614.0616E,
370,1.83,-6.64,218.19,1000.27,23.60,0,,,,,
371,1.11,-8.47,204.17,1000.35,23.60,0,,,,,
372,-6.72,-9.65,216.09,1000.40,23.60,0,,,,,
373,-0.74,-13.20,237.45,1000.29,23.60,0,22/11/2020,18:46:10.,6228.3544N,614.0632E,
374,-2.80,-14.25,263.23,1000.27,23.60,0,,,,,
375,-2.80,-12.35,266.55,1000.30,23.60,0,,,,,
376,4.88,-8.75,263.66,1000.18,23.60,1,22/11/2020,18:46:12.,6228.3544N,614.0635E,
377,-7.07,-15.20,278.37,1000.29,23.60,1,,,,,
378,-2.04,-14.03,263.52,1000.22,23.60,1,,,,,
379,-1.71,-13.36,260.65,1000.22,23.60,1,,,,,
380,-3.06,-7.53,260.97,1000.25,23.60,1,22/11/2020,18:46:14.,6228.3554N,614.0650E,
381,3.86,-8.66,262.69,1000.27,23.60,1,,,,,
382,-7.23,-1.80,248.68,1000.28,23.60,1,,,,,
383,3.22,-11.46,251.87,1000.38,23.60,2,22/11/2020,18:46:16.,6228.3559N,614.0657E,
384,-1.01,-3.03,254.18,1000.31,23.60,2,22/11/2020,18:46:20.,6228.3559N,614.0698E,
385,-0.75,-11.55,248.51,1000.36,23.60,4,22/11/2020,18:46:26.,6228.3569N,614.0821E,
386,-5.51,-5.31,264.87,1000.42,23.60,4,,,,,
387,-0.21,1.48,263.82,1000.39,23.60,4,22/11/2020,18:46:30.,6228.3579N,614.0874E,
388,-1.04,-3.55,249.14,1000.47,23.60,3,22/11/2020,18:46:36.,6228.3593N,614.0946E,
389,-4.25,-4.03,230.34,1000.26,23.50,1,22/11/2020,18:46:46.,6228.3608N,614.1037E,
390,-2.55,-7.07,318.31,1000.23,23.50,1,22/11/2020,18:46:52.,6228.3637N,614.1104E,
391,0.00,-0.77,298.68,1000.40,23.50,0,22/11/2020,18:46:56.,6228.3657N,614.1150E,
392,-0.18,4.16,300.27,1000.43,23.50,0,,,,,
393,-0.18,-8.47,306.70,1000.42,23.50,0,22/11/2020,18:46:58.,6228.3662N,614.1163E,
394,-3.30,-3.82,304.73,1000.45,23.50,0,,,,,
395,-2.56,-0.98,306.71,1000.51,23.50,0,,,,,
396,-1.27,-5.08,306.75,1000.43,23.50,0,,,,,
397,-1.51,-8.01,303.12,1000.53,23.50,0,22/11/2020,18:47:00.,6228.3662N,614.1163E,
398,4.46,-8.70,304.23,1000.54,23.50,0,,,,,
399,-0.49,-2.20,303.42,1000.59,23.50,0,,,,,
400,-0.27,-4.67,303.80,1000.55,23.50,0,,,,,
401,-9.49,-2.16,309.93,1000.54,23.50,0,22/11/2020,18:47:02.,6228.3662N,614.1159E,
402,-2.71,-4.16,313.11,1000.57,23.50,0,,,,,
403,-5.89,-4.28,307.00,1000.63,23.50,0,,,,,
404,-2.81,-5.42,311.50,1000.58,23.50,0,,,,,
405,-6.75,-5.16,303.16,1000.65,23.50,0,22/11/2020,18:47:04.,6228.3662N,614.1152E,
406,-8.97,-9.76,300.70,1000.65,23.50,0,,,,,
407,-6.96,0.58,304.97,1000.63,23.50,0,,,,,
408,-2.09,-12.66,310.37,1000.69,23.50,0,22/11/2020,18:47:06.,6228.3662N,614.1128E,
409,-4.08,-5.22,302.01,1000.73,23.50,0,,,,,
410,7.01,-5.37,295.88,1000.68,23.50,0,,,,,
411,-3.12,-6.01,293.88,1000.68,23.50,0,,,,,
412,-1.13,-10.25,295.12,1000.66,23.50,0,22/11/2020,18:47:08.,6228.3647N,614.1111E,
413,-5.24,-9.25,290.49,1000.69,23.50,0,,,,,
414,-3.85,-0.48,274.58,1000.70,23.50,0,,,,,
415,-2.61,-9.38,254.05,1000.73,23.50,0,,,,,
416,-0.39,-6.51,240.56,1000.73,23.50,0,22/11/2020,18:47:10.,6228.3647N,614.1111E,
417,-7.92,-6.88,241.50,1000.69,23.50,0,,,,,
418,-5.99,-2.27,249.44,1000.73,23.50,0,,,,,
419,1.65,-6.60,259.83,1000.73,23.50,0,,,,,
420,-2.25,-5.26,271.86,1000.73,23.50,0,22/11/2020,18:47:12.,6228.3627N,614.1094E,
421,1.97,-3.66,275.13,1000.73,23.50,0,,,,,
422,-3.19,-5.25,267.22,1000.67,23.50,0,,,,,
423,-3.29,1.23,255.42,1000.69,23.50,0,,,,,
424,-4.02,-4.92,262.49,1000.69,23.50,0,22/11/2020,18:47:14.,6228.3613N,614.1094E,
425,0.38,-2.83,273.66,1000.66,23.50,0,,,,,
426,-2.46,-9.89,285.07,1000.68,23.50,0,,,,,
427,-6.47,-2.62,292.36,1000.69,23.50,0,,,,,
428,0.89,-10.08,287.49,1000.74,23.50,0,22/11/2020,18:47:16.,6228.3588N,614.1085E,
429,-3.51,-3.74,274.88,1000.69,23.50,0,,,,,
430,0.55,-9.91,273.91,1000.70,23.50,0,,,,,
431,-1.74,-9.21,277.38,1000.70,23.50,0,,,,,
432,-0.24,-8.26,275.58,1000.73,23.50,0,22/11/2020,18:47:18.,6228.3583N,614.1107E,
433,-1.99,-3.10,272.69,1000.62,23.50,0,,,,,
434,-0.94,-9.43,267.32,1000.66,23.50,0,,,,,
435,0.40,-8.27,262.47,1000.69,23.50,0,22/11/2020,18:47:20.,6228.3574N,614.1142E,
436,1.41,-10.36,247.11,1000.69,23.50,0,,,,,
437,-0.73,-7.51,251.27,1000.74,23.50,0,,,,,
438,5.93,-5.93,255.96,1000.73,23.50,0,,,,,
439,-0.74,-7.40,256.13,1000.64,23.50,0,22/11/2020,18:47:22.,6228.3564N,614.1186E,
440,-0.48,-8.91,257.49,1000.63,23.50,0,,,,,
441,-2.94,-3.15,265.63,1000.66,23.50,0,,,,,
442,-0.57,-11.53,262.77,1000.67,23.50,0,,,,,
443,-1.21,-4.83,252.25,1000.61,23.50,0,22/11/2020,18:47:24.,6228.3554N,614.1229E,
444,2.02,-6.76,254.51,1000.67,23.50,0,,,,,
445,-1.24,-4.70,256.64,1000.66,23.50,0,,,,,
446,5.08,-5.08,261.21,1000.60,23.50,0,22/11/2020,18:47:26.,6228.3549N,614.1263E,
447,-0.91,-6.42,259.70,1000.60,23.50,0,,,,,
448,-0.86,1.51,262.41,1000.54,23.50,0,,,,,
449,-1.26,-10.11,266.87,1000.62,23.50,0,,,,,
450,-3.94,-3.50,267.71,1000.62,23.50,0,22/11/2020,18:47:28.,6228.3559N,614.1290E,
451,0.83,-8.95,269.56,1000.56,23.50,0,,,,,
452,-0.47,-7.53,271.75,1000.57,23.50,0,,,,,
453,2.49,-6.99,275.41,1000.57,23.50,0,,,,,
454,-4.83,-7.57,281.48,1000.58,23.50,0,22/11/2020,18:47:30.,6228.3569N,614.1300E,
455,1.95,-12.80,288.26,1000.57,23.50,0,,,,,
456,-0.63,-8.43,291.08,1000.56,23.50,0,,,,,
457,-3.27,-7.44,293.18,1000.62,23.50,0,,,,,
458,1.65,-7.79,293.32,1000.66,23.50,0,22/11/2020,18:47:32.,6228.3588N,614.1317E,
459,-1.58,-7.49,296.57,1000.60,23.50,0,,,,,
460,-2.84,-14.55,295.03,1000.62,23.50,0,,,,,
461,-3.45,-3.45,297.13,1000.63,23.50,0,22/11/2020,18:47:34.,6228.3613N,614.1339E,
462,-3.86,-8.43,299.97,1000.57,23.50,0,,,,,
463,-3.86,-8.43,299.97,1000.57,23.50,0,,,,,
464,4.96,-9.00,299.41,1000.58,23.50,0,,,,,
465,-3.92,-7.17,295.43,1000.58,23.50,0,22/11/2020,18:47:36.,6228.3618N,614.1355E,
466,2.16,-1.92,287.35,1000.51,23.50,0,,,,,
467,-0.44,-14.14,282.45,1000.56,23.50,0,,,,,
468,-2.21,-8.66,256.29,1000.59,23.50,0,,,,,
469,2.29,-6.41,247.94,1000.59,23.50,0,22/11/2020,18:47:38.,6228.3618N,614.1367E,
470,-2.78,-10.75,224.39,1000.54,23.50,0,,,,,
471,-0.45,-10.43,226.49,1000.52,23.50,0,,,,,
472,3.27,-9.14,224.38,1000.63,23.50,0,,,,,
473,1.34,-9.17,246.13,1000.54,23.50,0,22/11/2020,18:47:40.,6228.3618N,614.1381E,
474,0.00,-9.43,238.48,1000.59,23.50,0,,,,,
475,3.81,-2.69,239.38,1000.54,23.50,0,,,,,
476,1.92,-10.63,235.49,1000.57,23.50,0,,,,,
477,-2.20,-14.45,252.32,1000.56,23.50,0,22/11/2020,18:47:42.,6228.3618N,614.1393E,
478,2.01,-14.45,255.96,1000.61,23.50,0,,,,,
479,0.44,-11.39,257.38,1000.77,23.50,0,,,,,
480,2.63,-11.47,247.46,1000.68,23.50,0,22/11/2020,18:47:44.,6228.3618N,614.1404E,
481,0.00,-7.82,244.13,1000.64,23.40,0,,,,,
482,-1.71,-4.05,249.41,1000.68,23.40,0,,,,,
483,-2.06,-8.29,241.39,1000.64,23.40,0,,,,,
484,-5.81,-7.54,241.07,1000.63,23.50,0,22/11/2020,18:47:46.,6228.3603N,614.1378E,
485,-4.30,-8.62,242.00,1000.66,23.50,0,,,,,
486,-1.90,-4.05,245.61,1000.62,23.50,0,,,,,
487,-0.63,-7.41,248.36,1000.67,23.40,0,22/11/2020,18:47:48.,6228.3593N,614.1393E,
488,-5.26,-7.09,268.62,1000.64,23.40,0,,,,,
489,-3.45,-5.28,282.61,1000.64,23.40,0,,,,,
490,-3.10,-7.24,290.77,1000.58,23.40,0,22/11/2020,18:47:50.,6228.3593N,614.1394E,
491,-1.99,-8.19,290.88,1000.62,23.50,0,,,,,
492,-0.44,-6.99,294.48,1000.66,23.40,0,,,,,
493,-0.44,-9.06,302.77,1000.65,23.40,0,,,,,
494,-0.44,-7.97,304.49,1000.69,23.50,0,22/11/2020,18:47:52.,6228.3598N,614.1396E,
495,0.67,-6.46,305.22,1000.77,23.40,0,,,,,
496,-2.66,-9.12,308.39,1000.69,23.40,0,,,,,
497,-0.92,-8.78,312.74,1000.73,23.40,0,,,,,
498,-0.66,-5.51,313.98,1000.65,23.40,0,22/11/2020,18:47:54.,6228.3598N,614.1395E,
499,-0.90,-7.43,315.71,1000.65,23.40,0,,,,,
500,-3.87,-11.69,323.33,1000.64,23.40,0,,,,,
501,2.20,-8.40,325.54,1000.67,23.40,0,,,,,
502,-3.95,-5.54,331.29,1000.76,23.40,0,22/11/2020,18:47:56.,6228.3598N,614.1392E,
503,2.28,-7.89,331.72,1000.68,23.40,0,,,,,
504,-2.52,-6.81,328.61,1000.66,23.40,0,,,,,
505,-5.11,-5.11,325.18,1000.70,23.40,0,,,,,
506,-0.46,-12.70,330.40,1000.65,23.40,0,22/11/2020,18:47:58.,6228.3598N,614.1389E,
507,-2.85,-7.54,330.46,1000.68,23.40,0,,,,,
508,2.82,-5.64,333.31,1000.58,23.40,0,,,,,
509,-4.65,-12.27,331.18,1000.65,23.40,0,,,,,
510,1.52,-10.03,330.05,1000.59,23.40,0,22/11/2020,18:48:00.,6228.3598N,614.1386E,
511,1.29,-9.28,330.13,1000.61,23.40,0,,,,,
512,3.59,-10.14,329.61,1000.66,23.40,0,,,,,
513,1.13,-11.79,325.96,1000.64,23.40,0,,,,,
